PERIODO,PATOLOGIA,TERRITORIO,MASCHI,FEMMINE,TOTALE
2009-2017,Accidenti di trasporto,83106,4,3,7
2009-2017,Accidenti di trasporto,83107,2,0,2
2009-2017,Accidenti di trasporto,84001,27,7,34
2009-2017,Accidenti di trasporto,84002,1,0,1
2009-2017,Accidenti di trasporto,84003,4,0,4
2009-2017,Accidenti di trasporto,84005,2,0,2
2009-2017,Accidenti di trasporto,84007,2,0,2
2009-2017,Accidenti di trasporto,84008,1,0,1
2009-2017,Accidenti di trasporto,84009,1,1,2
2009-2017,Accidenti di trasporto,84010,7,0,7
2009-2017,Accidenti di trasporto,84011,12,3,15
2009-2017,Accidenti di trasporto,84012,5,3,8
2009-2017,Accidenti di trasporto,84013,2,0,2
2009-2017,Accidenti di trasporto,84014,0,1,1
2009-2017,Accidenti di trasporto,84017,10,0,10
2009-2017,Accidenti di trasporto,84020,1,0,1
2009-2017,Accidenti di trasporto,84021,11,5,16
2009-2017,Accidenti di trasporto,84023,5,2,7
2009-2017,Accidenti di trasporto,84025,1,0,1
2009-2017,Accidenti di trasporto,84026,4,2,6
2009-2017,Accidenti di trasporto,84027,11,4,15
2009-2017,Accidenti di trasporto,84028,4,1,5
2009-2017,Accidenti di trasporto,84029,2,0,2
2009-2017,Accidenti di trasporto,84030,4,0,4
2009-2017,Accidenti di trasporto,84031,4,2,6
2009-2017,Accidenti di trasporto,84032,1,0,1
2009-2017,Accidenti di trasporto,84033,7,2,9
2009-2017,Accidenti di trasporto,84034,0,1,1
2009-2017,Accidenti di trasporto,84035,1,0,1
2009-2017,Accidenti di trasporto,84036,2,3,5
2009-2017,Accidenti di trasporto,84037,2,0,2
2009-2017,Accidenti di trasporto,84038,1,0,1
2009-2017,Accidenti di trasporto,84040,1,0,1
2009-2017,Accidenti di trasporto,84041,9,4,13
2009-2017,Accidenti di trasporto,84042,3,0,3
2009-2017,Accidenti di trasporto,84043,2,0,2
2009-2017,Accidenti di trasporto,85001,1,0,1
2009-2017,Accidenti di trasporto,85003,4,0,4
2009-2017,Accidenti di trasporto,85004,15,5,20
2009-2017,Accidenti di trasporto,85005,2,0,2
2009-2017,Accidenti di trasporto,85006,2,0,2
2009-2017,Accidenti di trasporto,85007,32,10,42
2009-2017,Accidenti di trasporto,85009,3,0,3
2009-2017,Accidenti di trasporto,85010,1,0,1
2009-2017,Accidenti di trasporto,85011,2,0,2
2009-2017,Accidenti di trasporto,85012,4,2,6
2009-2017,Accidenti di trasporto,85013,13,2,15
2009-2017,Accidenti di trasporto,85014,1,0,1
2009-2017,Accidenti di trasporto,85015,11,0,11
2009-2017,Accidenti di trasporto,85016,4,0,4
2009-2017,Accidenti di trasporto,85017,1,1,2
2009-2017,Accidenti di trasporto,85018,2,1,3
2009-2017,Accidenti di trasporto,85019,2,0,2
2009-2017,Accidenti di trasporto,85020,2,0,2
2009-2017,Accidenti di trasporto,85021,2,0,2
2009-2017,Accidenti di trasporto,86001,1,1,2
2009-2017,Accidenti di trasporto,86002,1,0,1
2009-2017,Accidenti di trasporto,86003,1,0,1
2009-2017,Accidenti di trasporto,86004,2,0,2
2009-2017,Accidenti di trasporto,86005,1,0,1
2009-2017,Accidenti di trasporto,86006,2,2,4
2009-2017,Accidenti di trasporto,86007,5,1,6
2009-2017,Accidenti di trasporto,86009,14,4,18
2009-2017,Accidenti di trasporto,86010,1,1,2
2009-2017,Accidenti di trasporto,86011,2,1,3
2009-2017,Accidenti di trasporto,86012,2,1,3
2009-2017,Accidenti di trasporto,86014,9,2,11
2009-2017,Accidenti di trasporto,86015,1,0,1
2009-2017,Accidenti di trasporto,86016,1,0,1
2009-2017,Accidenti di trasporto,86018,0,1,1
2009-2017,Accidenti di trasporto,86019,2,0,2
2009-2017,Accidenti di trasporto,86020,2,0,2
2009-2017,Accidenti di trasporto,87001,2,0,2
2009-2017,Accidenti di trasporto,87002,7,5,12
2009-2017,Accidenti di trasporto,87003,14,2,16
2009-2017,Accidenti di trasporto,87004,20,6,26
2009-2017,Accidenti di trasporto,87005,3,0,3
2009-2017,Accidenti di trasporto,87006,19,2,21
2009-2017,Accidenti di trasporto,87007,12,2,14
2009-2017,Accidenti di trasporto,87008,10,0,10
2009-2017,Accidenti di trasporto,87009,2,1,3
2009-2017,Accidenti di trasporto,87010,3,1,4
2009-2017,Accidenti di trasporto,87011,22,7,29
2009-2017,Accidenti di trasporto,87013,2,0,2
2009-2017,Accidenti di trasporto,87014,2,0,2
2009-2017,Accidenti di trasporto,87015,125,34,159
2009-2017,Accidenti di trasporto,87016,4,0,4
2009-2017,Accidenti di trasporto,87017,7,3,10
2009-2017,Accidenti di trasporto,87018,6,1,7
2009-2017,Accidenti di trasporto,87019,10,2,12
2009-2017,Accidenti di trasporto,87020,1,1,2
2009-2017,Accidenti di trasporto,87021,1,0,1
2009-2017,Accidenti di trasporto,87022,1,0,1
2009-2017,Accidenti di trasporto,87023,5,2,7
2009-2017,Accidenti di trasporto,87024,7,4,11
2009-2017,Accidenti di trasporto,87025,3,1,4
2009-2017,Accidenti di trasporto,87026,1,0,1
2009-2017,Accidenti di trasporto,87027,4,0,4
2009-2017,Accidenti di trasporto,87028,1,0,1
2009-2017,Accidenti di trasporto,87029,17,3,20
2009-2017,Accidenti di trasporto,87030,7,2,9
2009-2017,Accidenti di trasporto,87031,4,0,4
2009-2017,Accidenti di trasporto,87032,6,1,7
2009-2017,Accidenti di trasporto,87033,26,5,31
2009-2017,Accidenti di trasporto,87034,4,1,5
2009-2017,Accidenti di trasporto,87035,1,0,1
2009-2017,Accidenti di trasporto,87036,1,0,1
2009-2017,Accidenti di trasporto,87037,5,2,7
2009-2017,Accidenti di trasporto,87038,6,0,6
2009-2017,Accidenti di trasporto,87039,6,1,7
2009-2017,Accidenti di trasporto,87040,1,1,2
2009-2017,Accidenti di trasporto,87041,7,1,8
2009-2017,Accidenti di trasporto,87042,0,1,1
2009-2017,Accidenti di trasporto,87044,2,1,3
2009-2017,Accidenti di trasporto,87045,0,1,1
2009-2017,Accidenti di trasporto,87046,1,0,1
2009-2017,Accidenti di trasporto,87047,7,0,7
2009-2017,Accidenti di trasporto,87048,1,4,5
2009-2017,Accidenti di trasporto,87049,6,0,6
2009-2017,Accidenti di trasporto,87050,5,1,6
2009-2017,Accidenti di trasporto,87051,7,0,7
2009-2017,Accidenti di trasporto,87052,3,0,3
2009-2017,Accidenti di trasporto,87053,2,1,3
2009-2017,Accidenti di trasporto,87054,1,0,1
2009-2017,Accidenti di trasporto,87055,3,1,4
2009-2017,Accidenti di trasporto,87056,5,2,7
2009-2017,Accidenti di trasporto,87057,1,0,1
2009-2017,Accidenti di trasporto,87058,3,0,3
2009-2017,Accidenti di trasporto,88001,11,0,11
2009-2017,Accidenti di trasporto,88002,5,1,6
2009-2017,Accidenti di trasporto,88003,22,4,26
2009-2017,Accidenti di trasporto,88004,1,0,1
2009-2017,Accidenti di trasporto,88005,11,0,11
2009-2017,Accidenti di trasporto,88006,20,6,26
2009-2017,Accidenti di trasporto,88008,8,3,11
2009-2017,Accidenti di trasporto,88009,25,8,33
2009-2017,Accidenti di trasporto,88010,4,0,4
2009-2017,Accidenti di trasporto,88011,15,1,16
2009-2017,Accidenti di trasporto,88012,31,10,41
2009-2017,Accidenti di trasporto,89001,12,7,19
2009-2017,Accidenti di trasporto,89002,15,2,17
2009-2017,Accidenti di trasporto,89003,0,1,1
2009-2017,Accidenti di trasporto,89005,1,0,1
2009-2017,Accidenti di trasporto,89006,5,0,5
2009-2017,Accidenti di trasporto,89008,1,2,3
2009-2017,Accidenti di trasporto,89009,6,1,7
2009-2017,Accidenti di trasporto,89010,5,1,6
2009-2017,Accidenti di trasporto,89011,18,3,21
2009-2017,Accidenti di trasporto,89012,3,1,4
2009-2017,Accidenti di trasporto,89013,14,2,16
2009-2017,Accidenti di trasporto,89014,4,2,6
2009-2017,Accidenti di trasporto,89015,5,0,5
2009-2017,Accidenti di trasporto,89016,12,2,14
2009-2017,Accidenti di trasporto,89017,54,7,61
2009-2017,Accidenti di trasporto,89018,3,0,3
2009-2017,Accidenti di trasporto,89019,4,1,5
2009-2017,Accidenti di trasporto,89020,2,1,3
2009-2017,Accidenti di trasporto,89021,7,1,8
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81001,7,5,12
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81002,3,1,4
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81003,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81004,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81005,2,1,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81006,1,2,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81007,0,2,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81008,4,0,4
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81011,9,3,12
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81012,8,4,12
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81013,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81014,2,3,5
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81015,2,2,4
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81018,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81019,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81020,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81021,8,9,17
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,81024,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82004,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82005,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82006,4,6,10
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82007,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82008,0,2,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82009,0,2,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82010,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82014,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82015,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82017,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82018,2,1,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82020,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82021,7,4,11
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82022,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82023,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82027,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82028,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82029,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82030,0,2,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82031,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82034,0,2,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82035,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82036,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82043,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82048,1,2,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82049,1,5,6
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82050,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82053,71,69,140
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82054,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82055,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82056,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82057,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82063,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82064,0,2,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82067,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82070,7,1,8
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82071,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82072,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82073,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82074,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82077,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,82080,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83001,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83003,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83005,6,7,13
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83009,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83010,3,1,4
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83016,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83019,1,2,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83025,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83031,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83032,3,1,4
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83036,0,3,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83038,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83040,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83041,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83047,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83048,50,38,88
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83049,8,5,13
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83051,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83052,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83056,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83057,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83060,1,2,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83061,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83063,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83064,2,2,4
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83066,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83070,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83072,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83076,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83077,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83078,0,3,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83079,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83080,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83081,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83082,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83084,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83085,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83089,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83094,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83095,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83096,3,2,5
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83097,2,2,4
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83098,3,3,6
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83105,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83106,0,2,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,83108,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84001,10,7,17
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84002,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84003,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84006,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84008,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84009,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84010,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84011,3,4,7
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84012,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84013,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84015,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84017,10,3,13
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84018,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84021,4,0,4
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84024,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84026,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84027,8,2,10
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84028,0,2,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84029,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84030,1,2,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84031,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84033,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84034,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84037,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84041,3,3,6
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84042,0,2,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,84043,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,85004,11,8,19
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,85007,4,8,12
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,85008,0,2,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,85009,3,0,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,85012,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,85013,2,1,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,85015,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,85016,0,3,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,85017,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,85019,5,3,8
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,85021,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86001,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86003,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86004,2,0,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86005,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86006,0,2,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86007,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86009,8,9,17
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86010,1,1,2
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86011,2,1,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86012,0,3,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86014,1,2,3
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86016,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,86020,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,87002,3,3,6
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,87003,4,2,6
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,87004,7,6,13
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,87005,1,0,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,87006,7,8,15
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,87007,4,2,6
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,87008,3,2,5
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,87009,5,1,6
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,87010,0,1,1
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,87011,5,4,9
2009-2017,Alcune condizioni che hanno origine nel periodo perinatale,87012,1,0,1
